id,fecha,modulo,descripcion,rol_usuario,sede,caracteristica_iso25022,justificacion
1695,8/21/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1736,8/21/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3994,8/21/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1338,8/22/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1592,8/22/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1635,8/22/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1707,8/22/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2160,8/22/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2459,8/22/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3428,8/22/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3500,8/22/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Cuenca,Cobertura de Contexto,"El fallo solo se manifiesta en un contexto de uso especifico (tipo de dispositivo/canal), lo que evidencia que el sistema no mantiene su calidad fuera del contexto principal de diseno."
3645,8/22/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1174,8/23/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1748,8/23/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil,Eficiencia,"Mide el consumo de un recurso (datos moviles) necesario para lograr una tarea que si se completa, encajando en la relacion recursos/resultado de Eficiencia."
1927,8/23/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1971,8/23/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2986,8/23/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Enfermeria,Ambato,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3822,8/23/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito,Cobertura de Contexto,"El fallo solo se manifiesta en un contexto de uso especifico (tipo de dispositivo/canal), lo que evidencia que el sistema no mantiene su calidad fuera del contexto principal de diseno."
1911,8/24/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Medico,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2207,8/24/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3214,8/24/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3313,8/24/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3561,8/24/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2119,8/25/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Enfermeria,Manta,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
2707,8/25/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3206,8/25/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Quito,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3497,8/25/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3689,8/25/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Cuenca,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3738,8/25/2025,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Manta,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3770,8/25/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3891,8/25/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1769,8/26/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1780,8/26/2025,HCE,Nota de evolucion tarda 25s en guardarse,Medico,Quito,Eficiencia,"Mide el tiempo que toma completar una tarea ya lograda (guardar la nota); es una razon tiempo/tarea, propia de Eficiencia."
1785,8/26/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Manta,Cobertura de Contexto,"El fallo solo se manifiesta en un contexto de uso especifico (tipo de dispositivo/canal), lo que evidencia que el sistema no mantiene su calidad fuera del contexto principal de diseno."
1995,8/26/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Manta,Cobertura de Contexto,"El fallo solo se manifiesta en un contexto de uso especifico (tipo de dispositivo/canal), lo que evidencia que el sistema no mantiene su calidad fuera del contexto principal de diseno."
2493,8/26/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
3059,8/26/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Manta,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
3350,8/26/2025,App Movil,La app no permite actualizar el numero de contacto del paciente,Paciente,Manta,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1146,8/27/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Guayaquil,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1218,8/27/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Ambato,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1291,8/27/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Guayaquil,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1552,8/27/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
1809,8/27/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito,Cobertura de Contexto,"El fallo solo se manifiesta en un contexto de uso especifico (tipo de dispositivo/canal), lo que evidencia que el sistema no mantiene su calidad fuera del contexto principal de diseno."
1830,8/27/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
1854,8/27/2025,App Movil,Notificaciones push no llegan pese a estar activadas,Paciente,Quito,Efectividad,"El usuario no logra completar la tarea prevista (funcion ausente, bloqueada o interrumpida), independientemente del tiempo o riesgo."
2184,8/27/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Cuenca,Libertad de Riesgo,"Aunque puede describirse como un 'error del sistema', lo relevante no es si la tarea se completo sino que expone al paciente o a la organizacion a un riesgo clinico, financiero o de privacidad (Libertad de Riesgo, no Efectividad)."
